ResRoommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenant_Code,Ext_Ref_Tenant_Id,Roommate_PhoneNumber1,Roommate_PhoneNumber2,Roommate_PhoneNumber3,Roommate_PhoneNumber4,Roommate_UserDefined0,Roommate_UserDefined1,Roommate_UserDefined2,Roommate_UserDefined3,Roommate_UserDefined4,Roommate_UserDefined5,Roommate_UserDefined6,Roommate_UserDefined7,Roommate_UserDefined8,Roommate_UserDefined9,Roommate_SSN,Property_Code,Ref_Property_ID,Unit_Code,Ref_Unit_Id,Ext_Ref_Roommate_Id,Roommate_Salutation,Roommate_LastName,Roommate_FirstName,Roommate_Email,Roommate_ALTEmail,Roommate_MoveIn,Roommate_MoveOut,Occupant_Type,Roommate_Occupant,Roommate_ACHOptOut,Roommate_Relationship,Roommate_Notes,Roommate_Code
t0639897,,,12223334444,,,,,,,,,,,,,,lark,,190-2211,,,Ms.,Hooper,Marlys,custtest+Marlys@redisrupt.io,,,,1,0,0,Spouse,,r0028051
t0640425,,,12223334444,,,,,,,,,,,,,,cove,,006-SALT,,,,Tremelling,Gregory,custtest+gltremelling@redisrupt.io,,,,1,0,0,Spouse,,r0029037
t0640465,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0103,,,,Johnson,Christopher,custtest+johnsonnoel2014@redisrupt.io,,07/08/2016,,0,0,0,Spouse,,r0028117
t0640494,,,12223334444,,,,,,,,,,,,,,cove,,152-BARB,,,,Reinhardt,John,custtest+Jreinhardt2016@redisrupt.io,,,,1,0,0,Spouse,,r0028120
t0640524,,,,,,12223334444,,12223334444,,12223334444,,,,,,,lark,,100-0205,,,,Wallus,Evin,custtest+evin.r.wallus@redisrupt.io,,07/09/2016,,0,-1,0,Spouse,,r0028134
t0640539,,,,,,,,12223334444,,,,,,,,,lark,,150-2307,,,,Alenina,Natalia,alenina@inbox.ru,,07/09/2016,,0,-1,0,Roommate,,r0028140
t0640731,,,,,,,,12223334444,,,,,,,,,lark,,100-0103,,,,Movafaghi,Angela,custtest+angelabisel@redisrupt.io,,07/12/2016,,0,0,0,Spouse,,r0028196
t0640741,,,12223334444,,,,,12223334444,,,,,,,,,lark,,170-2117,,,,Fontana,Carmelo,custtest+emily.maxwell@redisrupt.io,,07/12/2016,,0,0,0,Spouse,,r0028198
t0640786,,,12223334444,,,,,,,,,,,,,,cove,,014-BARB,,,Mrs.,Sugich,Nadia,custtest+starringnadia@redisrupt.io,,,,1,0,0,Spouse,,r0028725
t0640987,,,,,,,,12223334444,,,,,,,,,lark,,160-2316,,,,procopio,nicole,custtest+jellybean32393@redisrupt.io,,07/16/2016,,1,0,0,Roommate,,r0028260
t0641312,,,12223334444,,,,,12223334444,,,,,,,,,lark,,180-2139,,,,Burnheimer,Ryan,custtest+ryanburnheimer@redisrupt.io,,07/19/2016,,0,0,0,Roommate,,r0028298
t0641439,,,12223334444,,,,,,,,,,,,,,cove,,024-SEAD,,,,McCulloch,Ashley,custtest+ashleymcculloch1@redisrupt.io,,,,1,0,0,Spouse,,r0028678
t0641737,,,12223334444,,,,,,,,,,,,,,lark,,110-0252,,,Ms.,Fischer,Tyler,custtest+ty.tyfisch@redisrupt.io,,,,2,-1,0,Roommate,,r0028677
t0642233,,,12223334444,,,,,,,,,,,,,,lark,,300-0120,,,,Duxbury,Cynthia,custtest+cynthiaduxbury@redisrupt.io,,,,1,0,0,Spouse,,r0028583
t0642336,,,12223334444,,,,,,,,,,,,,,cove,,002-SALT,,,Mr.,Dohms,Justin,custtest+justindohms@redisrupt.io,,,,1,0,0,Roommate,,r0028621
t0642388,,,12223334444,,,,,12223334444,,,,,,,,,lark,,150-2307,,,,prada,isabele,custtest+beleisaprada@redisrupt.io,,07/31/2016,,1,0,0,Spouse,,r0028632
t0642411,,,,,,,,12223334444,,,,,,,,,lark,,300-0121,,,,Carnegie,Andrea,custtest+andreacarnegie@redisrupt.io,,08/06/2016,,0,-1,0,Spouse,,r0028719
t0642415,,,,,,,,12223334444,,,,,,,,,cove,,011-CHAN,,,,Alba-Peterson,Jake,custtest+jakefit2014@redisrupt.io,,08/04/2016,,1,0,0,Roommate,,r0028669
t0642434,,,12223334444,,,,,12223334444,,,,,,,,,lark,,230-0266,,,,Kissane,Jessica,custtest+jbkissane@redisrupt.io,,08/06/2016,,0,0,0,Spouse,,r0028717
t0642848,,,12223334444,,,,,12223334444,,,,,,,,,lark,,900-0236,,,,Compagno,Steven,custtest+stevie@redisrupt.io,,10/06/2016,,1,0,0,Roommate,,r0029169
t0642848,,,12223334444,,,,,12223334444,,,,,,,,,lark,,900-0236,,,,McGue,Daniel,custtest+monica.mcgue@redisrupt.io,,10/06/2016,,1,0,0,Guarantor,,r0029171
t0643073,,,12223334444,,12223334444,12223334444,,12223334444,,12223334444,,,,,,,lark,,180-2249,,,,Baker,Lindley,custtest+lindleybaker@redisrupt.io,,08/12/2016,,1,0,0,Roommate,,r0028792
t0643347,,,12223334444,,,,,12223334444,,,,,,,,,lark,,140-2262,,,,Crider,Katherine,custtest+katiecrid@redisrupt.io,,09/05/2016,,0,0,0,Roommate,,r0029065
t0643385,,,12223334444,,,,,,,,,,,,,,cove,,014-SEAD,,,,winkenbach,john,custtest+johnw@redisrupt.io,,,,1,0,0,Spouse,,r0028964
t0643532,,,,,,,,12223334444,,,,,,,,,lark,,110-0148,,,,Schramm,Mandy,custtest+mschramm@redisrupt.io,,08/20/2016,,0,-1,0,Roommate,,r0028960
t0643560,,,12223334444,,,,,,,,,,,,,,lark,,180-2146,,,Mr.,Kent,Ryan,custtest+ryankentbusiness@redisrupt.io,,,,1,0,0,Roommate,,r0029035
t0643560,,,,,,,,12223334444,,,,,,,,,lark,,180-2146,,,,Laws,Denise,custtest+aws@redisrupt.io,,09/01/2016,,0,0,0,Guarantor,,r0029049
t0643611,,,12223334444,,,,,,,,,,,,,,cove,,009-SALT,,,Mrs.,Byrne,Kristen,custtest+kristen.byrne1@redisrupt.io,,,,1,0,0,Spouse,,r0028975
t0643611,,,,,,,,,,,,,,,,,cove,,009-SALT,,,,Byrne,Devan,,,,,,-1,,Other,,r0028979
t0643611,,,,,,,,,,,,,,,,,cove,,009-SALT,,,,Byrne,Ethan,,,,,,-1,,Other,,r0028980
t0643766,,,12223334444,,,,,12223334444,,,,,,,,,lark,,140-2332,,,,Smith,E Andrew,custtest+easmith11@redisrupt.io,,08/24/2016,,0,0,0,Spouse,,r0028996
t0643774,,,12223334444,,,,,12223334444,,,,,,,,,lark,,270-0287,,,,Sayo,Jeremy,custtest+jeremydsayo@redisrupt.io,,08/25/2016,,1,0,0,Spouse,,r0029122
t0643941,,,12223334444,,,,,12223334444,,,,,,,,,lark,,180-2249,,,,Salviano,Davi,custtest+davisalamaral@redisrupt.io,,08/28/2016,,0,0,0,Spouse,,r0029017
t0643975,,,12223334444,,,,,,,,,,,,,,cove,,153-BARB,,,,Swearingen,Daniel,custtest+Dan@redisrupt.io,,,,1,0,0,Spouse,,r0029018
t0644002,,,12223334444,,,,,12223334444,,,,,,,,,lark,,140-2256,,,,cordas,James,custtest+james.p.cordas@redisrupt.io,,09/02/2016,,0,0,0,Spouse,,r0029054
t0644082,,,12223334444,,,,,,,,,,,,,,lark,,100-0302,,,Mr.,Zelles,Maximilian,custtest+maximilian.zelles@redisrupt.io,,,,1,0,0,Roommate,,r0029038
t0644184,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0201,,,,Egorova,Natalya,custtest+natalya.egorov@redisrupt.io,,09/02/2016,,0,0,0,Spouse,,r0029056
t0644196,,,12223334444,,,,,,,,,,,,,,lark,,230-0269,,,Mrs.,Richmond,Elizabeth,custtest+lhoogheem@redisrupt.io,,,,1,0,0,Spouse,,r0029057
t0644267,,,12223334444,,,,,12223334444,,,,,,,,,lark,,180-2150,,,,Root,Amanda,custtest+amanda@redisrupt.io,,09/05/2016,,0,0,0,Spouse,,r0029067
t0644275,,,12223334444,,,,,12223334444,,,,,,,,,lark,,210-2206,,,,Fathi,Roya,custtest+fathi.roya@redisrupt.io,,09/05/2016,,0,0,0,Roommate,,r0029069
t0644493,,,12223334444,,,,,,,,,,,,,,cove,,WAIT2-B,,,,Huber,Susan,custtest+Susanhuber@redisrupt.io,,,,1,0,0,Spouse,,r0029078
t0644678,,,12223334444,,,,,,,,,,,,,,cove,,032-BARB,,,,Furmanava,Hanna,custtest+Anna.furmanava@redisrupt.io,,,,1,0,0,Spouse,,r0029092
t0644719,,,12223334444,,12223334444,12223334444,,12223334444,,12223334444,,,,,,,lark,,270-0174,,,,Lopez,Brandon,custtest+brandonml91@redisrupt.io,,09/20/2016,,1,0,0,Roommate,,r0029119
t0644798,,,12223334444,,,,,,,,,,,,,,cove,,058-BARB,,,Mrs.,Duemler,Devorah,custtest+devorahd@redisrupt.io,,,,1,0,0,Spouse,,r0029123
t0644958,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0205,,,,Ganzer,Susan,custtest+susanganzer@redisrupt.io,,09/28/2016,,0,0,0,Spouse,,r0029143
t0644994,,,12223334444,,,,,,,,,,,,,,lark,,130-0154,,,,Fisch,Oliveyah,custtest+oliveyah@redisrupt.io,,,,1,0,0,Spouse,,r0029134
t0645022,,,12223334444,,,,,,,,,,,,,,cove,,009-BARB,,,,Baygulov,Yelena,custtest+Elliebaygulov@redisrupt.io,,,,1,0,0,Spouse,,r0029144
t0645456,,,12223334444,,,,,12223334444,,,,,,,,,lark,,900-0243,,,,Kopperoinen,Airi,custtest+airiheidi@redisrupt.io,,10/08/2016,,0,0,0,Roommate,,r0029179
t0812703,,,,,,,,,,,,,,,,,lark,,210-2204,,,,Rep By Timothy Rice,"Symbiotix, Inc",custtest+trice@redisrupt.io,,,,0,0,0,Roommate,,r0000018
tc000001,,,,,,,,,,,,,,,,,cove,,001-BARB,,,,Rankin,Conner,,,03/01/2013,,1,-1,0,Roommate,,r0000160
tc000006,,12223334444,,,,,,,,,,,,,,,cove,,002-CAPT,,,,Leslie,Magdanz,custtest+lesliemagdanz@redisrupt.io,,07/22/2011,,1,0,0,Guarantor,,r0000161
tc000007,,12223334444,,,,,,,,,,,,,,,cove,,002-CHAN,,,,Laura,Figueirinhas,custtest+lfiueir@redisrupt.io,,07/17/2013,,1,-1,0,Roommate,,r0000162
tc000008,,12223334444,,,,,,,,,,,,,,,cove,,002-SALT,,,,Tom,Geidt,custtest+tomgeidt@redisrupt.io,,10/26/2013,,1,0,0,Roommate,,r0000163
tc000015,,,,,,,,,,,,,,,,,cove,,004-BARB,,,,Lillian,Safdie,custtest+lilsafdie@redisrupt.io,,11/18/2013,,1,-1,0,Roommate,,r0000164
tc000017,,12223334444,,,,,,,,,,,,,,,cove,,004-CHAN,,,,Seiford,Ana,custtest+ana@redisrupt.io,,05/01/2012,,1,-1,0,Roommate,,r0000165
tc000017,,,,,,,,,,,,,,,,,cove,,004-CHAN,,,,Louis,Seiford,,,05/01/2012,,2,0,0,Other,,r0000166
tc000017,,,,,,,,,,,,,,,,,cove,,004-CHAN,,,,Dylan,Seiford,,,10/26/2013,,1,-1,0,Roommate,,r0000167
tc000020,,12223334444,,,,,,,,,,,,,,,cove,,005-BARB,,,,Michael,Goldstein,custtest+heygoldie@redisrupt.io,,08/14/2013,,1,-1,0,Roommate,,r0000168
tc000022,,12223334444,,,,,,,,,,,,,,,cove,,005-CHAN,,,,Edelstein,Janice,custtest+janice@redisrupt.io,,05/25/2007,,1,0,0,Roommate,,r0000170
tc000023,,,12223334444,,,,,,,,,,,,,,cove,,005-SALT,,,,Dustin,Theders,custtest+D.theders@redisrupt.io,,03/08/2011,,1,0,0,Roommate,,r0000171
tc000025,,12223334444,,,,,,,,,,,,,,,cove,,006-BARB,,,,Marasa,Hugh,custtest+hjmarasa@redisrupt.io,,08/12/2013,,2,0,0,Other,,r0000172
tc000027,,12223334444,,,,,,,,,,,,,,,cove,,006-SALT,,,,Bill,Linda,custtest+lmbill@redisrupt.io,,01/03/2009,,1,-1,0,Roommate,,r0000173
tc000027,,12223334444,,,,,,,,,,,,,,,cove,,006-SALT,,,,Christine,Bill,,,01/03/2009,,1,-1,0,Roommate,,r0000174
tc000028,,,,,,,,,,,,,,,,,cove,,006-SEAD,,,,Tully,Gregory,custtest+Gtully10@redisrupt.io,,02/07/2009,,1,0,0,Roommate,,r0000175
tc000030,,12223334444,,,,,,,,,,,,,,,cove,,007-CAPT,,,,Mary,Slater,custtest+mes@redisrupt.io,,07/28/2013,,2,0,0,Other,,r0000176
tc000030,,,,,,,,,,,,,,,,,cove,,007-CAPT,,,,Kelsey,Slater,custtest+noemail@redisrupt.io,,06/25/2013,,2,0,0,Other,,r0000177
tc000032,,,,,,,,,,,,,,,,,cove,,007-SALT,,,,Olivier,Tonnerre,custtest+otonnerre@redisrupt.io,,03/01/2013,,1,-1,0,Roommate,,r0000178
tc000033,,,,,,,,,,,,,,,,,cove,,007-SEAD,,,,Beni,Drake,,,04/01/2013,,2,0,0,Other,,r0000179
tc000033,,12223334444,,,,,,,,,,,,,,,cove,,007-SEAD,,,,Chie,Drake,custtest+Chie.drake@redisrupt.io,,04/01/2013,,1,-1,0,Spouse,,r0000180
tc000033,,,,,,,,,,,,,,,,,cove,,007-SEAD,,,,Tokugen,Drake,,,04/01/2013,,2,0,0,Other,,r0000181
tc000036,,12223334444,,,,,,,,,,,,,,,cove,,008-CHAN,,,,Simpson,Michael,custtest+simpmjs@redisrupt.io,,04/09/2011,,1,0,0,Roommate,,r0000182
tc000038,,12223334444,,,,,,,,,,,,,,,cove,,008-SEAD,,,,Clove,Galilee,custtest+clove.galilee@redisrupt.io,,04/26/2013,,1,-1,0,Roommate,,r0000183
tc000042,,,,,,,,,,,,,,,,,cove,,085-BARB,,,,Trinity,Dohoney,,,07/01/2009,,2,0,0,Other,,r0000427
tc000044,,12223334444,,,,,,,,,,,,,,,cove,,010-BARB,,,,Constance,Wit,custtest+Constancewit@redisrupt.io,,04/20/1998,,1,-1,0,Roommate,,r0000185
tc000045,,,,,,,,,,,,,,,,,cove,,010-CAPT,,,,Sheri,Smith,custtest+scaveza@redisrupt.io,,09/30/2013,,1,-1,0,Roommate,,r0000186
tc000046,,12223334444,,,,,,,,,,,,,,,cove,,010-CHAN,,,,Behrens,Wayne,,,02/03/2011,,1,0,0,Roommate,,r0000187
tc000048,,12223334444,,,,,,,,,,,,,,,cove,,010-SALT,,,,Gonzalez,Clementina,custtest+Clem@redisrupt.io,,08/14/2011,,1,0,0,Roommate,,r0000188
tc000048,,12223334444,,,,,,,,,,,,,,,cove,,010-SALT,,,,Gonzalez,Angelina Loren,custtest+Clem@redisrupt.io,,08/14/2011,,2,0,0,Other,,r0000189
tc000049,,12223334444,,,,,,,,,,,,,,,cove,,010-SEAD,,,,Eileen,Kulperger,custtest+ekulperger@redisrupt.io,,09/15/2012,,1,-1,0,Roommate,,r0000190
tc000049,,,,,,,,,,,,,,,,,cove,,010-SEAD,,,,Claire,Kulperger,,,09/15/2012,,2,0,0,Other,,r0000191
tc000049,,,,,,,,,,,,,,,,,cove,,010-SEAD,,,,Caitlyn,Kulperger,,,09/15/2012,,2,0,0,Other,,r0000192
tc000051,,12223334444,,,,,,,,,,,,,,,cove,,011-CAPT,,,,Pryde,Marc,custtest+marc@redisrupt.io,,07/30/2009,,1,0,0,Roommate,,r0000193
tc000052,,12223334444,,,,,,,,,,,,,,,cove,,011-CHAN,,,,Debra,Campbell,custtest+dbcmpbll@redisrupt.io,,09/08/2000,,1,-1,0,Roommate,,r0000194
tc000054,,,,,,,,,,,,,,,,,cove,,094-BARB,,,,Vanja,Flak,custtest+vflak@redisrupt.io,,10/08/2012,,1,0,0,Roommate,,r0000566
tc000054,,,,,,,,,,,,,,,,,cove,,094-BARB,,,,Tomas,Flak-Jeavons,,,10/08/2012,,2,0,0,Other,,r0000567
tc000054,,,,,,,,,,,,,,,,,cove,,094-BARB,,,,Elias,Flak-Klyce,,,10/08/2012,,2,0,0,Other,,r0000568
tc000057,,,,,,,,,,,,,,,,,cove,,012-CAPT,,,,Martin,Diane,custtest+Maison.martin55@redisrupt.io,,03/29/2013,,1,0,0,Other,,r0000198
tc000058,,12223334444,,,,,,,,,,,,,,,cove,,012-CHAN,,,,Joseph,Fulton,custtest+joeyfulton@redisrupt.io,,05/15/2009,,1,-1,0,Roommate,,r0000199
tc000059,,,,,,,,,,,,,,,,,cove,,012-GNWD,,,,Nicolas,MacDonald,,,02/27/2010,,1,-1,0,Roommate,,r0000200
tc000059,,,,,,,,,,,,,,,,,cove,,012-GNWD,,,,Susana,MacDonald,,,02/27/2010,,2,0,0,Other,,r0000201
tc000059,,,,,,,,,,,,,,,,,cove,,012-GNWD,,,,Adrian,MacDonald,,,06/05/2013,,1,-1,0,Roommate,,r0000202
tc000061,,,,,,,,,,,,,,,,,cove,,012-SEAD,,,,Samuel,Engle,custtest+noemail@redisrupt.io,,06/05/2013,,2,0,0,Other,,r0000203
tc000061,,12223334444,,,,,,,,,,,,,,,cove,,012-SEAD,,,,Cameron,Maddux,custtest+Maddux.cameron@redisrupt.io,,09/21/2013,,1,-1,0,Roommate,,r0000204
tc000063,,,,,,,,,,,,,,,,,cove,,014-CAPT,,,,Lainie-Rose,Andorra,,,10/17/2011,,2,0,0,Other,,r0000205
tc000063,,12223334444,,,,,,,,,,,,,,,cove,,014-CAPT,,,,Marie,Mathieu Andorra,custtest+mlandorra@redisrupt.io,,03/20/2011,,1,-1,0,Roommate,,r0000206
tc000065,,,,,12223334444,,,,,,,,,,,,cove,,014-GNWD,,,,Ann,Wright,custtest+annefwright@redisrupt.io,,,,1,0,0,Other,,r0000207
tc000066,,12223334444,,,,,,,,,,,,,,,cove,,096-BARB,,,,Wills,Loretta,custtest+loretta.wills@redisrupt.io,,02/01/2010,,1,0,0,Roommate,,r0000492
tc000067,,12223334444,,,,,,,,,,,,,,,cove,,111-BARB,,,,Faria,Luciano,custtest+faria1969@redisrupt.io,,05/07/2009,,1,0,0,Roommate,,r0000573
tc000067,,,,,,,,,,,,,,,,,cove,,111-BARB,,,,Faria,Isabella,,,05/07/2009,,2,-1,0,Other,,r0000574
tc000067,,,,,,,,,,,,,,,,,cove,,111-BARB,,,,Faria,Bruna,,,05/07/2009,,2,0,0,Other,,r0000575
tc000067,,,,,,,,,,,,,,,,,cove,,111-BARB,,,,Faria,Lucino,,,05/07/2009,,2,-1,0,Other,,r0000576
tc000069,,12223334444,,,,,,,,,,,,,,,cove,,015-CAPT,,,,Leathers,Randy,custtest+wrleathers@redisrupt.io,,08/10/2011,,1,0,0,Other,,r0000213
tc000070,,,,,,,,,,,,,,,,,cove,,015-CHAN,,,,Matthew,Jensen,custtest+Mdjensen_2000@redisrupt.io,,01/12/2013,,1,-1,0,Roommate,,r0000214
tc000071,,,,,,,,,,,,,,,,,cove,,015-GNWD,,,,Vienna,Morris,custtest+noemail@redisrupt.io,,07/31/2013,,1,-1,0,Roommate,,r0000215
tc000071,,12223334444,,,,,,,,,,,,,,,cove,,015-GNWD,,,,Meghan,Morris,custtest+Meghan.morris11@redisrupt.io,,09/06/2013,,1,-1,0,Roommate,,r0000216
tc000075,,12223334444,,,,,,,,,,,,,,,cove,,016-CAPT,,,,Lisa,Nyquist,custtest+lisa.nyquist@redisrupt.io,,08/17/2013,,1,-1,0,Roommate,,r0000217
tc000076,,12223334444,,,,,,,,,,,,,,,cove,,016-CHAN,,,,Chie,James,custtest+jpchie@redisrupt.io,,06/29/2002,,1,0,0,Roommate,,r0000218
tc000077,,,,,,,,,,,,,,,,,cove,,040-BARB,,,,Simon,Borovkov,,,11/18/2013,,2,0,0,Other,,r0000422
tc000077,,,,,,,,,,,,,,,,,cove,,040-BARB,,,,Nikolay,Samokhvalov,custtest+samokhvalov@redisrupt.io,,06/18/2010,,1,0,0,Roommate,,r0000423
tc000078,,12223334444,,,,,,,,,,,,,,,cove,,098-BARB,,,,Igou,Genevieve,custtest+gigou@redisrupt.io,,01/04/2013,,1,0,0,Roommate,,r0000516
tc000079,,12223334444,,,,,,,,,,,,,,,cove,,016-SEAD,,,,Julie,Harvey,custtest+calgirljul@redisrupt.io,,10/29/2013,,1,-1,0,Roommate,,r0000222
tc000083,,12223334444,,,,,,,,,,,,,,,cove,,017-GNWD,,,,Naveau,Adrien,custtest+adrien.naveau@redisrupt.io,,10/10/2013,,1,0,0,Roommate,,r0000223
tc000085,,12223334444,,,,,,,,,,,,,,,cove,,017-SEAD,,,,Slack,Paulette,custtest+pjslack@redisrupt.io,07/28/2013,,1,0,0,Roommate,,r0000224
tc000088,,12223334444,,,,,,,,,,,,,,,cove,,018-CHAN,,,,Jack,Lyons,custtest+kayakstar@redisrupt.io,,02/27/2010,,2,0,0,Other,,r0000225
tc000089,,,,,,,,,,,,,,,,,cove,,006-SEAD,,,,Rebecca,Wheeler,custtest+Becca.wheeler@redisrupt.io,,07/03/2012,,1,-1,0,Roommate,,r0000452
tc000089,,,,,,,,,,,,,,,,,cove,,006-SEAD,,,,William,Wheeler,custtest+Wwheeler.456@redisrupt.io,,02/27/2013,,1,-1,0,Roommate,,r0000453
tc000091,,12223334444,,,,,,,,,,,,,,,cove,,018-SEAD,,,,Danielle,Lynch,custtest+swissdanilynch@redisrupt.io,,05/21/2009,,1,0,0,Roommate,,r0000228
tc000092,,,,,,,,,,,,,,,,,cove,,019-BARB,,,,bill,wright,custtest+billw@redisrupt.io,,03/01/2010,,1,-1,0,Spouse,,r0000229
tc000093,,12223334444,,,,,,,,,,,,,,,cove,,019-CAPT,,,,Rhonda,Camp,custtest+rhondakaycamp@redisrupt.io,,03/01/2013,,1,-1,0,Roommate,,r0000230
tc000093,,12223334444,,,,,,,,,,,,,,,cove,,019-CAPT,,,,Alice,Torres,custtest+alicetorres@redisrupt.io,,10/04/2012,,1,-1,0,Roommate,,r0000231
tc000096,,12223334444,,,,,,,,,,,,,,,cove,,019-SALT,,,,Stephen,Bower,custtest+stephen.bower13@redisrupt.io,,04/01/2013,,1,-1,0,Roommate,,r0000232
tc000099,,,,,,,,,,,,,,,,,cove,,020-CAPT,,,,Talia,Meyer,,,08/15/2013,,1,-1,0,Roommate,,r0000233
tc000099,,12223334444,,,,,,,,,,,,,,,cove,,020-CAPT,,,,Meyer,Craig,custtest+cmeyer312@redisrupt.io,,08/08/2012,,2,0,0,Other,,r0000234
tc000100,,12223334444,,,,,,,,,,,,,,,cove,,020-CHAN,,,,M. Olga (Olga),Segovia,,,05/01/2012,,2,0,0,Other,,r0000235
tc000100,,,,,,,,,,,,,,,,,cove,,020-CHAN,,,,Isabelle,Valdes,,,01/12/2013,,2,0,0,Other,,r0000236
tc000100,,,,,,,,,,,,,,,,,cove,,020-CHAN,,,,Carl,Valdes,,,07/03/2012,,1,-1,0,Roommate,,r0000237
tc000101,,12223334444,,,,,,,,,,,,,,,cove,,020-GNWD,,,,Robert,Aronoff,custtest+teresaa@redisrupt.io,,05/14/2013,,1,0,0,Guarantor,,r0000238
tc000101,,12223334444,,,,,,,,,,,,,,,cove,,020-GNWD,,,,Manuel,Barajas,custtest+teresaa@redisrupt.io,,05/14/2013,,1,-1,0,Roommate,,r0000239
tc000102,,,12223334444,,,,,,,,,,,,,,cove,,020-SALT,,,,Boonseethong,Sayun (Ginger),,,02/08/2011,,1,0,0,Roommate,,r0000240
tc000103,,12223334444,,,,,,,,,,,,,,,cove,,020-SEAD,,,,Carney,Cody,custtest+cody.carney1991@redisrupt.io,,10/27/2013,,1,0,0,Roommate,,r0000241
tc000105,,,,,12223334444,,,,,,,,,,,,cove,,021-CAPT,,,,Serafini,Beata,custtest+bserafini7@redisrupt.io,,10/05/2013,,1,0,0,Spouse,,r0000242
tc000107,,12223334444,,,,,,,,,,,,,,,cove,,153-BARB,,,,Veronica,Steiner,custtest+v.steins7@redisrupt.io,,10/16/2004,,1,-1,0,Roommate,,r0000424
tc000109,,,12223334444,,,,,,,,,,,,,,cove,,138-BARB,,,,Myers,Pete,,,,,1,0,0,Roommate,,r0000638
tc000112,,12223334444,,,,,,,,,,,,,,,cove,,022-GNWD,,,,Joseph,Williams,custtest+dior_415@redisrupt.io,,11/07/2013,,1,0,0,Spouse,,r0000244
tc000116,,,,,,,,,,,,,,,,,cove,,023-CAPT,,,,Oliver,Demmert-Shelfo,,,11/14/2009,,2,0,0,Other,,r0000245
tc000116,,,,,,,,,,,,,,,,,cove,,023-CAPT,,,,Erika,Rosales-Shelfo,,,11/08/2010,,1,-1,0,Roommate,,r0000246
tc000118,,,,,,,,,,,,,,,,,cove,,023-GNWD,,,,Lauren,Canepa,custtest+info@redisrupt.io,,08/17/2013,,2,0,0,Other,,r0000247
tc000118,,,,,,,,,,,,,,,,,cove,,023-GNWD,,,,Bella,Canepa,custtest+info@redisrupt.io,,08/17/2013,,2,0,0,Other,,r0000248
tc000119,,12223334444,,,,,,,,,,,,,,,cove,,005-BARB,,,,Cori,Mullan,custtest+Corimullan@redisrupt.io,,08/20/2013,,1,0,0,Roommate,,r0000483
tc000120,,12223334444,,,,,,,,,,,,,,,cove,,023-SEAD,,,,Sonika,Sharma,,,01/05/2012,,1,-1,0,Roommate,,r0000250
tc000122,,12223334444,,,,,,,,,,,,,,,cove,,090-BARB,,,,Beatrice,Fox,,,06/21/2008,,1,-1,0,Roommate,,r0023291
tc000128,,,,,,,,,,,,,,,,,cove,,025-SALT,,,,Kim-Price,Ashira,,,,,0,-1,0,,,r0000361
tc000128,,,,,,,,,,,,,,,,,cove,,025-SALT,,,,Kim-Price,Malachi,,,,,0,-1,0,Other,,r0000252
tc000129,,,,,,,,,,,,,,,,,cove,,025-SEAD,,,,Borchardt,Lucrecia,custtest+lucrepz@redisrupt.io,,07/29/2013,,1,0,0,Roommate,,r0000253
tc000135,,,,,,,,,,,,,,,,,cove,,027-GNWD,,,,BENJAMIN,MATEJKA,,,03/01/2013,,2,0,0,Other,,r0000254
tc000135,,,,,,,,,,,,,,,,,cove,,027-GNWD,,,,Dashielle,Matejka,,,03/01/2013,,2,0,0,Other,,r0000255
tc000135,,,,,,,,,,,,,,,,,cove,,027-GNWD,,,,DAVID,MATEJKA,,,03/01/2013,,1,-1,0,Roommate,,r0000256
tc000135,,12223334444,,,,,,,,,,,,,,,cove,,027-GNWD,,,,Grace,Matejka,custtest+gracie@redisrupt.io,,10/17/2011,,1,-1,0,Roommate,,r0000257
tc000137,,12223334444,,,,,,,,,,,,,,,cove,,027-SEAD,,,,Sean,O`brien,custtest+sob0707@redisrupt.io,,01/05/2013,,2,0,0,Other,,r0000258
tc000140,,12223334444,,,,,,,,,,,,,,,cove,,041-BARB,,,,Trono,Bette,custtest+btrono1@redisrupt.io,,12/10/2011,,1,0,0,Roommate,,r0000572
tc000144,,,,,,,,,,,,,,,,,cove,,029-SALT,,,,Mandel,Rene,custtest+rene.mandel@redisrupt.io,,08/08/2013,,1,-1,0,Roommate,,r0000260
tc000146,,12223334444,,,,,,,,,,,,,,,cove,,030-BARB,,,,Cunningham,Charles,custtest+ccunnin@redisrupt.io,,07/27/2012,,1,0,0,Roommate,,r0000261
tc000148,,12223334444,,,,,,,,,,,,,,,cove,,031-BARB,,,,Sami,Ez Zaher,custtest+sam.ezzaher@redisrupt.io,,10/01/2013,,1,-1,0,Roommate,,r0000262
tc000149,,,,,,,,,,,,,,,,,cove,,023-CHAN,,,,Jake,Dunn,,,09/21/2013,,2,0,0,Other,,r0000565
tc000152,,,,,,,,,,,,,,,,,cove,,044-BARB,,,,Astrea,Slezak,,,06/25/2013,,2,0,0,Other,,r0000444
tc000152,,,,,,,,,,,,,,,,,cove,,044-BARB,,,,Maria,Slezak,,,06/25/2013,,1,-1,0,Roommate,,r0000445
